Model,MSO68B
Channel,CH4
Label,
Waveform Type,ANALOG
Digital Type,None
Horizontal Units,s
Sample Interval,1.60000000e-10
Record Length,13750
Zero Index,7287.66406250
Vertical Units,V
,
ANALOG_Thumbnail,
yOffset,0.000000
yPosition,-4.180000

Labels,
TIME,CH4
-1.08554625e-06,-1.08281250e-01
-1.08538625e-06,-1.82812500e-01
-1.08522625e-06,-2.38125000e-01
-1.08506625e-06,-1.88906250e-01
-1.08490625e-06,-1.16250000e-01
-1.08474625e-06,-1.07343750e-01
-1.08458625e-06,-1.47656250e-01
-1.08442625e-06,-1.41562500e-01
-1.08426625e-06,-7.68750000e-02
-1.08410625e-06,-8.62500000e-02
-1.08394625e-06,-1.71093750e-01
-1.08378625e-06,-1.62656250e-01
-1.08362625e-06,-8.95312500e-02
-1.08346625e-06,-1.07812500e-01
-1.08330625e-06,-1.65468750e-01
-1.08314625e-06,-1.64531250e-01
-1.08298625e-06,-1.58906250e-01
-1.08282625e-06,-1.71093750e-01
-1.08266625e-06,-1.66406250e-01
-1.08250625e-06,-1.63593750e-01
-1.08234625e-06,-1.57968750e-01
-1.08218625e-06,-1.26562500e-01
-1.08202625e-06,-1.07343750e-01
-1.08186625e-06,-1.06406250e-01
-1.08170625e-06,-9.56250000e-02
-1.08154625e-06,-1.07343750e-01
-1.08138625e-06,-1.33125000e-01
-1.08122625e-06,-1.04062500e-01
-1.08106625e-06,-7.21875000e-02
-1.08090625e-06,-1.14375000e-01
-1.08074625e-06,-1.50468750e-01
-1.08058625e-06,-1.37343750e-01
-1.08042625e-06,-1.52812500e-01
-1.08026625e-06,-1.80000000e-01
-1.08010625e-06,-1.51406250e-01
-1.07994625e-06,-1.07343750e-01
-1.07978625e-06,-8.53125000e-02
-1.07962625e-06,-9.51562500e-02
-1.07946625e-06,-1.54218750e-01
-1.07930625e-06,-1.78125000e-01
-1.07914625e-06,-1.09218750e-01
-1.07898625e-06,-8.48437500e-02
-1.07882625e-06,-1.53281250e-01
-1.07866625e-06,-1.67812500e-01
-1.07850625e-06,-1.17656250e-01
-1.07834625e-06,-1.15312500e-01
-1.07818625e-06,-1.47656250e-01
-1.07802625e-06,-1.57031250e-01
-1.07786625e-06,-1.38281250e-01
-1.07770625e-06,-9.37500000e-02
-1.07754625e-06,-8.01562500e-02
-1.07738625e-06,-1.30781250e-01
-1.07722625e-06,-1.49531250e-01
-1.07706625e-06,-1.20468750e-01
-1.07690625e-06,-1.40156250e-01
-1.07674625e-06,-1.51875000e-01
-1.07658625e-06,-7.59375000e-02
-1.07642625e-06,-4.92187500e-02
-1.07626625e-06,-1.32187500e-01
-1.07610625e-06,-1.52343750e-01
-1.07594625e-06,-8.10937500e-02
-1.07578625e-06,-8.15625000e-02
-1.07562625e-06,-1.59375000e-01
-1.07546625e-06,-1.70156250e-01
-1.07530625e-06,-9.56250000e-02
-1.07514625e-06,-7.03125000e-02
-1.07498625e-06,-1.53750000e-01
-1.07482625e-06,-2.16093750e-01
-1.07466625e-06,-1.61718750e-01
-1.07450625e-06,-9.18750000e-02
-1.07434625e-06,-8.20312500e-02
-1.07418625e-06,-7.73437500e-02
-1.07402625e-06,-8.76562500e-02
-1.07386625e-06,-1.43906250e-01
-1.07370625e-06,-1.64062500e-01
-1.07354625e-06,-1.11562500e-01
-1.07338625e-06,-7.31250000e-02
-1.07322625e-06,-1.06875000e-01
-1.07306625e-06,-1.74843750e-01
-1.07290625e-06,-2.03906250e-01
-1.07274625e-06,-1.81875000e-01
-1.07258625e-06,-1.69687500e-01
-1.07242625e-06,-1.67812500e-01
-1.07226625e-06,-1.31250000e-01
-1.07210625e-06,-1.07343750e-01
-1.07194625e-06,-1.33593750e-01
-1.07178625e-06,-1.44375000e-01
-1.07162625e-06,-1.15312500e-01
-1.07146625e-06,-9.89062500e-02
-1.07130625e-06,-1.28437500e-01
-1.07114625e-06,-1.68750000e-01
-1.07098625e-06,-1.41093750e-01
-1.07082625e-06,-7.45312500e-02
-1.07066625e-06,-1.07343750e-01
-1.07050625e-06,-1.93593750e-01
-1.07034625e-06,-1.69218750e-01
-1.07018625e-06,-1.03125000e-01
-1.07002625e-06,-1.35468750e-01
-1.06986625e-06,-2.00156250e-01
-1.06970625e-06,-2.09062500e-01
-1.06954625e-06,-1.75781250e-01
-1.06938625e-06,-1.30312500e-01
-1.06922625e-06,-1.30781250e-01
-1.06906625e-06,-1.68281250e-01
-1.06890625e-06,-1.53281250e-01
-1.06874625e-06,-1.20937500e-01
-1.06858625e-06,-1.45781250e-01
-1.06842625e-06,-1.56562500e-01
-1.06826625e-06,-1.21875000e-01
-1.06810625e-06,-1.32656250e-01
-1.06794625e-06,-1.79531250e-01
-1.06778625e-06,-1.82812500e-01
-1.06762625e-06,-1.73906250e-01
-1.06746625e-06,-1.96875000e-01
-1.06730625e-06,-1.87031250e-01
-1.06714625e-06,-1.16250000e-01
-1.06698625e-06,-8.20312500e-02
-1.06682625e-06,-1.23750000e-01
-1.06666625e-06,-1.34062500e-01
-1.06650625e-06,-7.03125000e-02
-1.06634625e-06,-4.17187500e-02
-1.06618625e-06,-1.12031250e-01
-1.06602625e-06,-1.98281250e-01
-1.06586625e-06,-2.04375000e-01
-1.06570625e-06,-1.52812500e-01
-1.06554625e-06,-1.33125000e-01
-1.06538625e-06,-1.56562500e-01
-1.06522625e-06,-1.58437500e-01
-1.06506625e-06,-1.12031250e-01
-1.06490625e-06,-6.89062500e-02
-1.06474625e-06,-1.01250000e-01
-1.06458625e-06,-1.72968750e-01
-1.06442625e-06,-1.59375000e-01
-1.06426625e-06,-1.02656250e-01
-1.06410625e-06,-1.51406250e-01
-1.06394625e-06,-2.02500000e-01
-1.06378625e-06,-1.12968750e-01
-1.06362625e-06,-5.71875000e-02
-1.06346625e-06,-1.42968750e-01
-1.06330625e-06,-1.76250000e-01
-1.06314625e-06,-1.14843750e-01
-1.06298625e-06,-9.84375000e-02
-1.06282625e-06,-1.05000000e-01
-1.06266625e-06,-9.93750000e-02
-1.06250625e-06,-1.34531250e-01
-1.06234625e-06,-1.52812500e-01
-1.06218625e-06,-1.14843750e-01
-1.06202625e-06,-9.51562500e-02
-1.06186625e-06,-1.03125000e-01
-1.06170625e-06,-1.24687500e-01
-1.06154625e-06,-1.63593750e-01
-1.06138625e-06,-1.27968750e-01
