Model,MSO68B
Channel,CH8
Label,
Waveform Type,ANALOG
Digital Type,None
Horizontal Units,s
Sample Interval,1.60000000e-10
Record Length,7500
Zero Index,2699.95703125
Vertical Units,V
,
ANALOG_Thumbnail,
yOffset,0.000000
yPosition,0.360000

Labels,
TIME,CH8
-3.53113125e-07,6.98437500e-02
-3.52953125e-07,4.56250000e-02
-3.52793125e-07,1.45312500e-02
-3.52633125e-07,5.15625000e-02
-3.52473125e-07,8.35937500e-02
-3.52313125e-07,3.48437500e-02
-3.52153125e-07,1.93750000e-02
-3.51993125e-07,7.75000000e-02
-3.51833125e-07,6.56250000e-02
-3.51673125e-07,-4.53125000e-03
-3.51513125e-07,1.03125000e-02
-3.51353125e-07,5.85937500e-02
-3.51193125e-07,4.00000000e-02
-3.51033125e-07,2.03125000e-02
-3.50873125e-07,3.82812500e-02
-3.50713125e-07,4.73437500e-02
-3.50553125e-07,5.43750000e-02
-3.50393125e-07,5.29687500e-02
-3.50233125e-07,1.90625000e-02
-3.50073125e-07,1.20312500e-02
-3.49913125e-07,4.73437500e-02
-3.49753125e-07,4.00000000e-02
-3.49593125e-07,3.43750000e-03
-3.49433125e-07,1.70312500e-02
-3.49273125e-07,3.82812500e-02
-3.49113125e-07,1.34375000e-02
-3.48953125e-07,5.78125000e-03
-3.48793125e-07,3.71875000e-02
-3.48633125e-07,3.75000000e-02
-3.48473125e-07,1.54687500e-02
-3.48313125e-07,3.32812500e-02
-3.48153125e-07,5.29687500e-02
-3.47993125e-07,2.60937500e-02
-3.47833125e-07,5.46875000e-03
-3.47673125e-07,2.31250000e-02
-3.47513125e-07,3.60937500e-02
-3.47353125e-07,3.04687500e-02
-3.47193125e-07,1.68750000e-02
-3.47033125e-07,-1.71875000e-03
-3.46873125e-07,5.31250000e-03
-3.46713125e-07,4.25000000e-02
-3.46553125e-07,5.17187500e-02
-3.46393125e-07,3.23437500e-02
-3.46233125e-07,3.95312500e-02
-3.46073125e-07,4.35937500e-02
-3.45913125e-07,7.03125000e-03
-3.45753125e-07,5.62500000e-03
-3.45593125e-07,5.71875000e-02
-3.45433125e-07,5.62500000e-02
-3.45273125e-07,4.06250000e-03
-3.45113125e-07,-3.28125000e-03
-3.44953125e-07,1.45312500e-02
-3.44793125e-07,1.10937500e-02
-3.44633125e-07,2.46875000e-02
-3.44473125e-07,4.39062500e-02
-3.44313125e-07,2.93750000e-02
-3.44153125e-07,1.82812500e-02
-3.43993125e-07,1.73437500e-02
-3.43833125e-07,2.81250000e-03
-3.43673125e-07,1.57812500e-02
-3.43513125e-07,4.65625000e-02
-3.43353125e-07,3.29687500e-02
-3.43193125e-07,2.76562500e-02
-3.43033125e-07,7.04687500e-02
-3.42873125e-07,6.54687500e-02
-3.42713125e-07,1.01562500e-02
-3.42553125e-07,1.20312500e-02
-3.42393125e-07,5.25000000e-02
-3.42233125e-07,5.20312500e-02
-3.42073125e-07,2.10937500e-02
-3.41913125e-07,-5.31250000e-03
-3.41753125e-07,-3.90625000e-03
-3.41593125e-07,2.59375000e-02
-3.41433125e-07,2.65625000e-02
-3.41273125e-07,-6.09375000e-03
-3.41113125e-07,-4.37500000e-03
-3.40953125e-07,1.37500000e-02
-3.40793125e-07,-1.87500000e-03
-3.40633125e-07,-1.17187500e-02
-3.40473125e-07,1.23437500e-02
-3.40313125e-07,3.50000000e-02
-3.40153125e-07,2.92187500e-02
-3.39993125e-07,-7.03125000e-03
-3.39833125e-07,-3.18750000e-02
-3.39673125e-07,-1.26562500e-02
-3.39513125e-07,-1.28125000e-02
-3.39353125e-07,-4.45312500e-02
-3.39193125e-07,-1.64062500e-02
-3.39033125e-07,2.87500000e-02
-3.38873125e-07,-7.34375000e-03
-3.38713125e-07,-2.93750000e-02
-3.38553125e-07,2.78125000e-02
-3.38393125e-07,4.17187500e-02
-3.38233125e-07,-6.25000000e-04
-3.38073125e-07,7.03125000e-03
-3.37913125e-07,3.39062500e-02
-3.37753125e-07,1.42187500e-02
-3.37593125e-07,-1.35937500e-02
-3.37433125e-07,-2.17187500e-02
-3.37273125e-07,-1.76562500e-02
-3.37113125e-07,-4.06250000e-03
-3.36953125e-07,-7.03125000e-03
-3.36793125e-07,-2.40625000e-02
-3.36633125e-07,-1.21875000e-02
-3.36473125e-07,2.50000000e-03
-3.36313125e-07,-2.84375000e-02
-3.36153125e-07,-4.87500000e-02
-3.35993125e-07,-1.03125000e-02
-3.35833125e-07,1.28125000e-02
-3.35673125e-07,-2.50000000e-02
-3.35513125e-07,-4.79687500e-02
-3.35353125e-07,-1.56250000e-02
-3.35193125e-07,1.20312500e-02
-3.35033125e-07,9.37500000e-04
-3.34873125e-07,-1.95312500e-02
-3.34713125e-07,-2.04687500e-02
-3.34553125e-07,-2.03125000e-03
-3.34393125e-07,5.78125000e-03
-3.34233125e-07,-1.29687500e-02
-3.34073125e-07,-1.67187500e-02
-3.33913125e-07,1.35937500e-02
-3.33753125e-07,2.14062500e-02
-3.33593125e-07,-8.28125000e-03
-3.33433125e-07,-9.06250000e-03
-3.33273125e-07,2.51562500e-02
-3.33113125e-07,2.14062500e-02
-3.32953125e-07,-1.45312500e-02
-3.32793125e-07,-7.34375000e-03
-3.32633125e-07,2.18750000e-02
-3.32473125e-07,0.00000000e+00
-3.32313125e-07,-3.34375000e-02
-3.32153125e-07,-9.84375000e-03
-3.31993125e-07,2.23437500e-02
-3.31833125e-07,7.03125000e-03
-3.31673125e-07,-1.26562500e-02
-3.31513125e-07,-2.34375000e-03
-3.31353125e-07,4.21875000e-03
-3.31193125e-07,-5.78125000e-03
-3.31033125e-07,-1.87500000e-03
-3.30873125e-07,1.06250000e-02
-3.30713125e-07,-4.53125000e-03
-3.30553125e-07,-2.79687500e-02
-3.30393125e-07,-1.35937500e-02
-3.30233125e-07,1.65625000e-02
-3.30073125e-07,1.40625000e-02
-3.29913125e-07,-1.09375000e-02
-3.29753125e-07,-2.26562500e-02
-3.29593125e-07,-1.68750000e-02
-3.29433125e-07,-1.62500000e-02
-3.29273125e-07,-2.20312500e-02
-3.29113125e-07,-3.12500000e-04
-3.28953125e-07,3.07812500e-02
-3.28793125e-07,1.71875000e-03
-3.28633125e-07,-5.53125000e-02
-3.28473125e-07,-4.75000000e-02
-3.28313125e-07,-7.50000000e-03
-3.28153125e-07,-1.32812500e-02
-3.27993125e-07,-3.93750000e-02
-3.27833125e-07,-4.25000000e-02
-3.27673125e-07,-3.09375000e-02
-3.27513125e-07,-1.82812500e-02
-3.27353125e-07,-2.26562500e-02
-3.27193125e-07,-4.09375000e-02
-3.27033125e-07,-3.45312500e-02
-3.26873125e-07,-1.82812500e-02
-3.26713125e-07,-3.60937500e-02
-3.26553125e-07,-4.43750000e-02
-3.26393125e-07,-4.68750000e-03
-3.26233125e-07,1.09375000e-02
-3.26073125e-07,-3.20312500e-02
-3.25913125e-07,-5.29687500e-02
-3.25753125e-07,-2.34375000e-02
-3.25593125e-07,-1.43750000e-02
-3.25433125e-07,-3.96875000e-02
-3.25273125e-07,-3.18750000e-02
-3.25113125e-07,6.09375000e-03
-3.24953125e-07,-1.06250000e-02
-3.24793125e-07,-7.18750000e-02
-3.24633125e-07,-7.26562500e-02
-3.24473125e-07,-2.42187500e-02
-3.24313125e-07,-3.14062500e-02
-3.24153125e-07,-7.31250000e-02
-3.23993125e-07,-6.68750000e-02
-3.23833125e-07,-4.46875000e-02
-3.23673125e-07,-4.92187500e-02
-3.23513125e-07,-4.85937500e-02
-3.23353125e-07,-4.31250000e-02
-3.23193125e-07,-5.26562500e-02
-3.23033125e-07,-5.04687500e-02
