Model,MSO68B
Channel,CH8
Label,
Waveform Type,ANALOG
Digital Type,None
Horizontal Units,s
Sample Interval,1.60000000e-10
Record Length,7500
Zero Index,1949.75390625
Vertical Units,V
,
ANALOG_Thumbnail,
yOffset,0.000000
yPosition,0.440000

Labels,
TIME,CH8
-2.68760625e-07,-1.21250000e-01
-2.68600625e-07,-9.97500000e-02
-2.68440625e-07,-6.91250000e-02
-2.68280625e-07,-8.31250000e-02
-2.68120625e-07,-1.09875000e-01
-2.67960625e-07,-1.05875000e-01
-2.67800625e-07,-8.95000000e-02
-2.67640625e-07,-1.02875000e-01
-2.67480625e-07,-1.22750000e-01
-2.67320625e-07,-1.00875000e-01
-2.67160625e-07,-8.57500000e-02
-2.67000625e-07,-1.21875000e-01
-2.66840625e-07,-1.29000000e-01
-2.66680625e-07,-8.62500000e-02
-2.66520625e-07,-8.82500000e-02
-2.66360625e-07,-1.20250000e-01
-2.66200625e-07,-1.01625000e-01
-2.66040625e-07,-7.67500000e-02
-2.65880625e-07,-1.01000000e-01
-2.65720625e-07,-1.30500000e-01
-2.65560625e-07,-1.28250000e-01
-2.65400625e-07,-1.01750000e-01
-2.65240625e-07,-7.82500000e-02
-2.65080625e-07,-9.50000000e-02
-2.64920625e-07,-1.24625000e-01
-2.64760625e-07,-1.05500000e-01
-2.64600625e-07,-7.65000000e-02
-2.64440625e-07,-1.00000000e-01
-2.64280625e-07,-1.20250000e-01
-2.64120625e-07,-8.51250000e-02
-2.63960625e-07,-6.48750000e-02
-2.63800625e-07,-1.00625000e-01
-2.63640625e-07,-1.20625000e-01
-2.63480625e-07,-9.98750000e-02
-2.63320625e-07,-1.01625000e-01
-2.63160625e-07,-1.23375000e-01
-2.63000625e-07,-1.07250000e-01
-2.62840625e-07,-7.51250000e-02
-2.62680625e-07,-7.73750000e-02
-2.62520625e-07,-9.67500000e-02
-2.62360625e-07,-1.04250000e-01
-2.62200625e-07,-9.67500000e-02
-2.62040625e-07,-7.75000000e-02
-2.61880625e-07,-7.53750000e-02
-2.61720625e-07,-1.05500000e-01
-2.61560625e-07,-1.21000000e-01
-2.61400625e-07,-1.01000000e-01
-2.61240625e-07,-9.05000000e-02
-2.61080625e-07,-9.53750000e-02
-2.60920625e-07,-8.70000000e-02
-2.60760625e-07,-8.86250000e-02
-2.60600625e-07,-1.08625000e-01
-2.60440625e-07,-9.90000000e-02
-2.60280625e-07,-7.47500000e-02
-2.60120625e-07,-9.55000000e-02
-2.59960625e-07,-1.17625000e-01
-2.59800625e-07,-8.60000000e-02
-2.59640625e-07,-6.78750000e-02
-2.59480625e-07,-1.00125000e-01
-2.59320625e-07,-1.09375000e-01
-2.59160625e-07,-8.52500000e-02
-2.59000625e-07,-8.32500000e-02
-2.58840625e-07,-9.55000000e-02
-2.58680625e-07,-1.05875000e-01
-2.58520625e-07,-1.21375000e-01
-2.58360625e-07,-1.06250000e-01
-2.58200625e-07,-6.67500000e-02
-2.58040625e-07,-7.71250000e-02
-2.57880625e-07,-1.19125000e-01
-2.57720625e-07,-1.14500000e-01
-2.57560625e-07,-9.21250000e-02
-2.57400625e-07,-1.10500000e-01
-2.57240625e-07,-1.30750000e-01
-2.57080625e-07,-1.12875000e-01
-2.56920625e-07,-9.61250000e-02
-2.56760625e-07,-1.02500000e-01
-2.56600625e-07,-9.75000000e-02
-2.56440625e-07,-8.90000000e-02
-2.56280625e-07,-1.10000000e-01
-2.56120625e-07,-1.17250000e-01
-2.55960625e-07,-7.70000000e-02
-2.55800625e-07,-5.65000000e-02
-2.55640625e-07,-8.28750000e-02
-2.55480625e-07,-1.02125000e-01
-2.55320625e-07,-1.13750000e-01
-2.55160625e-07,-1.27000000e-01
-2.55000625e-07,-1.03375000e-01
-2.54840625e-07,-7.83750000e-02
-2.54680625e-07,-1.04750000e-01
-2.54520625e-07,-1.13375000e-01
-2.54360625e-07,-7.88750000e-02
-2.54200625e-07,-9.17500000e-02
-2.54040625e-07,-1.33375000e-01
-2.53880625e-07,-1.10500000e-01
-2.53720625e-07,-7.76250000e-02
-2.53560625e-07,-1.05125000e-01
-2.53400625e-07,-1.15375000e-01
-2.53240625e-07,-7.47500000e-02
-2.53080625e-07,-7.43750000e-02
-2.52920625e-07,-1.17250000e-01
-2.52760625e-07,-1.16875000e-01
-2.52600625e-07,-9.15000000e-02
-2.52440625e-07,-9.83750000e-02
-2.52280625e-07,-1.02375000e-01
-2.52120625e-07,-8.75000000e-02
-2.51960625e-07,-8.88750000e-02
-2.51800625e-07,-9.06250000e-02
-2.51640625e-07,-8.80000000e-02
-2.51480625e-07,-1.04625000e-01
-2.51320625e-07,-9.43750000e-02
-2.51160625e-07,-5.58750000e-02
-2.51000625e-07,-7.63750000e-02
-2.50840625e-07,-1.13125000e-01
-2.50680625e-07,-7.72500000e-02
-2.50520625e-07,-6.61250000e-02
-2.50360625e-07,-1.36500000e-01
-2.50200625e-07,-1.43750000e-01
-2.50040625e-07,-6.70000000e-02
-2.49880625e-07,-6.68750000e-02
-2.49720625e-07,-1.31125000e-01
-2.49560625e-07,-1.13000000e-01
-2.49400625e-07,-6.07500000e-02
-2.49240625e-07,-9.37500000e-02
-2.49080625e-07,-1.30875000e-01
-2.48920625e-07,-8.68750000e-02
-2.48760625e-07,-6.00000000e-02
-2.48600625e-07,-9.20000000e-02
-2.48440625e-07,-9.76250000e-02
-2.48280625e-07,-8.46250000e-02
-2.48120625e-07,-9.93750000e-02
-2.47960625e-07,-1.03750000e-01
-2.47800625e-07,-9.30000000e-02
-2.47640625e-07,-8.97500000e-02
-2.47480625e-07,-7.12500000e-02
-2.47320625e-07,-7.21250000e-02
-2.47160625e-07,-1.19875000e-01
-2.47000625e-07,-1.20000000e-01
-2.46840625e-07,-6.18750000e-02
-2.46680625e-07,-6.55000000e-02
-2.46520625e-07,-1.13125000e-01
-2.46360625e-07,-1.01625000e-01
-2.46200625e-07,-7.55000000e-02
-2.46040625e-07,-9.38750000e-02
-2.45880625e-07,-9.41250000e-02
-2.45720625e-07,-6.30000000e-02
-2.45560625e-07,-7.90000000e-02
-2.45400625e-07,-1.30875000e-01
-2.45240625e-07,-1.32000000e-01
-2.45080625e-07,-8.71250000e-02
-2.44920625e-07,-6.32500000e-02
-2.44760625e-07,-7.07500000e-02
-2.44600625e-07,-9.40000000e-02
-2.44440625e-07,-1.22500000e-01
-2.44280625e-07,-1.18750000e-01
-2.44120625e-07,-9.17500000e-02
-2.43960625e-07,-1.02375000e-01
-2.43800625e-07,-1.20250000e-01
-2.43640625e-07,-8.40000000e-02
-2.43480625e-07,-6.23750000e-02
-2.43320625e-07,-1.08125000e-01
-2.43160625e-07,-1.25500000e-01
-2.43000625e-07,-7.68750000e-02
-2.42840625e-07,-6.51250000e-02
-2.42680625e-07,-1.11125000e-01
-2.42520625e-07,-1.19750000e-01
-2.42360625e-07,-8.30000000e-02
-2.42200625e-07,-8.27500000e-02
-2.42040625e-07,-1.11750000e-01
-2.41880625e-07,-1.03125000e-01
-2.41720625e-07,-7.55000000e-02
-2.41560625e-07,-7.82500000e-02
-2.41400625e-07,-9.50000000e-02
-2.41240625e-07,-1.01750000e-01
-2.41080625e-07,-9.86250000e-02
-2.40920625e-07,-9.35000000e-02
-2.40760625e-07,-1.11000000e-01
-2.40600625e-07,-1.28625000e-01
-2.40440625e-07,-9.22500000e-02
-2.40280625e-07,-5.50000000e-02
-2.40120625e-07,-8.66250000e-02
-2.39960625e-07,-1.12875000e-01
-2.39800625e-07,-8.21250000e-02
-2.39640625e-07,-7.57500000e-02
-2.39480625e-07,-1.03375000e-01
-2.39320625e-07,-8.73750000e-02
-2.39160625e-07,-6.00000000e-02
-2.39000625e-07,-9.26250000e-02
-2.38840625e-07,-1.25375000e-01
-2.38680625e-07,-8.95000000e-02
-2.38520625e-07,-5.12500000e-02
-2.38360625e-07,-7.47500000e-02
-2.38200625e-07,-1.09125000e-01
-2.38040625e-07,-1.11125000e-01
-2.37880625e-07,-1.03500000e-01
-2.37720625e-07,-9.55000000e-02
-2.37560625e-07,-9.13750000e-02
-2.37400625e-07,-1.01375000e-01
-2.37240625e-07,-9.21250000e-02
-2.37080625e-07,-6.60000000e-02
-2.36920625e-07,-8.31250000e-02
-2.36760625e-07,-1.10125000e-01
-2.36600625e-07,-8.56250000e-02
-2.36440625e-07,-8.13750000e-02
-2.36280625e-07,-1.25125000e-01
-2.36120625e-07,-1.09125000e-01
-2.35960625e-07,-4.55000000e-02
-2.35800625e-07,-5.43750000e-02
-2.35640625e-07,-1.04500000e-01
-2.35480625e-07,-1.06500000e-01
-2.35320625e-07,-9.76250000e-02
-2.35160625e-07,-1.07750000e-01
-2.35000625e-07,-9.20000000e-02
-2.34840625e-07,-7.26250000e-02
-2.34680625e-07,-1.01375000e-01
-2.34520625e-07,-1.29000000e-01
-2.34360625e-07,-1.14625000e-01
-2.34200625e-07,-1.08750000e-01
-2.34040625e-07,-1.15500000e-01
-2.33880625e-07,-9.25000000e-02
-2.33720625e-07,-7.95000000e-02
-2.33560625e-07,-9.91250000e-02
-2.33400625e-07,-8.58750000e-02
-2.33240625e-07,-5.62500000e-02
