Model,MSO68B
Channel,CH2
Label,
Waveform Type,ANALOG
Digital Type,None
Horizontal Units,s
Sample Interval,1.60000000e-10
Record Length,12500
Zero Index,8499.83593750
Vertical Units,V
,
ANALOG_Thumbnail,
yOffset,0.000000
yPosition,-3.620000

Labels,
TIME,CH2
-1.25853375e-06,4.79687500e-01
-1.25837375e-06,4.19531250e-01
-1.25821375e-06,3.87500000e-01
-1.25805375e-06,5.63281250e-01
-1.25789375e-06,6.38281250e-01
-1.25773375e-06,4.71875000e-01
-1.25757375e-06,3.56250000e-01
-1.25741375e-06,3.98437500e-01
-1.25725375e-06,4.57031250e-01
-1.25709375e-06,5.00000000e-01
-1.25693375e-06,4.67187500e-01
-1.25677375e-06,3.99218750e-01
-1.25661375e-06,4.51562500e-01
-1.25645375e-06,5.08593750e-01
-1.25629375e-06,5.27343750e-01
-1.25613375e-06,6.20312500e-01
-1.25597375e-06,6.74218750e-01
-1.25581375e-06,6.25000000e-01
-1.25565375e-06,5.99218750e-01
-1.25549375e-06,6.42187500e-01
-1.25533375e-06,6.51562500e-01
-1.25517375e-06,6.07812500e-01
-1.25501375e-06,6.35937500e-01
-1.25485375e-06,7.33593750e-01
-1.25469375e-06,7.79687500e-01
-1.25453375e-06,8.27343750e-01
-1.25437375e-06,9.22656250e-01
-1.25421375e-06,9.71093750e-01
-1.25405375e-06,9.80468750e-01
-1.25389375e-06,9.67187500e-01
-1.25373375e-06,9.75000000e-01
-1.25357375e-06,9.67968750e-01
-1.25341375e-06,9.46093750e-01
-1.25325375e-06,9.92187500e-01
-1.25309375e-06,1.05000000e+00
-1.25293375e-06,1.11250000e+00
-1.25277375e-06,1.09296875e+00
-1.25261375e-06,1.09296875e+00
-1.25245375e-06,1.17890625e+00
-1.25229375e-06,1.15468750e+00
-1.25213375e-06,1.03828125e+00
-1.25197375e-06,1.04062500e+00
-1.25181375e-06,1.17265625e+00
-1.25165375e-06,1.24843750e+00
-1.25149375e-06,1.28906250e+00
-1.25133375e-06,1.32500000e+00
-1.25117375e-06,1.33046875e+00
-1.25101375e-06,1.26406250e+00
-1.25085375e-06,1.15234375e+00
-1.25069375e-06,1.06640625e+00
-1.25053375e-06,1.07578125e+00
-1.25037375e-06,1.17890625e+00
-1.25021375e-06,1.22968750e+00
-1.25005375e-06,1.19765625e+00
-1.24989375e-06,1.15156250e+00
-1.24973375e-06,1.11484375e+00
